,Date,County,Event,Location,Lat,Long,Deaths,Injured,Missing,Houses.Destroyed,Evacuated,Houses.Damaged,Directly.affected,Indirectly.Affected,Relocated,Losses..Local,Education.centers,Damages.in.crops.Ha.,Lost.Cattle,Lost.Goats,Lost.Livestock,source,Comments
318,4/13/2018,Kitui,Floods,"Kanyangi, Kitui",-1.366666,38.016666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,Mutio Via 0701123042 Reported A Drowning Incident Of A Middle Aged Man At River Tiva At Kanyangi Location In Kitui County At Around 1315hrs. E.o.c Activated Kitui Krcs And County Team To Facilitate Sar. The Incident Remains Active
319,11-12-17,Meru,Floods,Tigania West Meru,0.1999557,37.670589,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,EoC,"Krcs Gitonga Central Rm At 2133hrs Reported Floods In Tigania West At Lailuba And Limbine Area, Approximately 50hh Were Displaced And Roads Impassable In The Area. Assessment Will Be Conducted By Krcs Meru Branch And Share Report."
320,05-02-17,Marsabit,Floods,Marsabit North Kurbi Jarsa Tharga Grazing Fi,2.3354966,37.9943453,0,0,0,0,0,623,0,0,0,0,0,0,0,0,0,EoC,"Jillo Krcs Coordinator Reported Floods In Marsabit North At Kurbi Jarsa Tharga Grazing Field Around Hurri Hills At Toricha Sub Location After Heavy Down Pour, 623 Shoats And 2 Camels Were Reported To Have Been Swept Away By Raging Water. (Brief: 623shoats And 2 Camels)"
321,4/30/2018,Wajir,Floods,Griftu Wajir,1.7488388,40.058633,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,EoC,"Flood Incident Was Reported At Griftu In Wajir At Around 0703hrs Affecting 210hhs, Rcat Wajir Conducted Assessment And Managed To Evacuated Marooned Families To Safer Grounds"
322,4/16/2018,Mandera,Floods,Mandera,3.9356389,41.8551162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 1233hrs, Sahal N.e Krcs Reported Floods At Mandera West Following Outburst Of River Warera Owing To Heavy Rainfall.  Roads Were Rendered Impassable Paralyzing Transport And Livelihood In The Area. Krcs Mandera Has Since Been Activated To Conduct An Assessment."
323,04-10-18,Tana River,Floods,Bura Tanariver,-1.1,39.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At Around 1657hrs, Bombe Krcs Reported Floods At Bura Area In Tana River County. The Floods Have Since Claimed 3 Lives (Woman And 2 Children) And Property Of Unknown Value. In Addition, Tana River To Garissa Road Has Been Cut Off At Bilbil Area Affecting Commuters. Tana River Rcat Is Facilitating Assessment At The Affected Areas. (Brief: 3 Fatalities)"
324,11-05-17,Kwale,Floods,River Ramisi Lunga Lunga Kwale,-4.4432859,39.4929206,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,EoC,"Mohammed Kwale Coordinator Reported That A Middle Aged Man Drowned While Crossing River Ramisi At 0930hrs In Bengo Area Kwale County, Krcs Team Responded But Were Unable To Locate The Body Due To Heavy Downpour Experienced In The Coastal Region. Sar Will Resume Tomorrow Morning. 

Day 2. The Body Of The Middle Aged Male Who Drowned In River Ramisi Was Retrieved At 0900hrs In The Morning And Later Buried By Family Members And Friends At 1300hrs."
325,04-06-18,Kisumu,Floods,Nyamasaria Kisumu,-0.116058,34.7837456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At Around 2113hrs, Eunice (0712651793) Reported Of Flash Floods In Nyamasaria, Kisumu County. River Nyamasaria Burst Its Banks And Its Raging Waters Flooded The Nearby Villages. Krcs Kisumu To Conduct Rapid Assessment In The Area."
326,04-10-18,Baringo,Floods,"Ngámbo, Salabani And Meisori Areas Marigat",0.588041,36.0027352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"Flood Was Reported At Ngámbo, Salabani And Meisori Areas In Marigat At 0908hrs After Heavy Downpour In The Area, Baringo Rcat Is Conducting Assessment In The Affected Areas."
327,05-08-17,Kilifi,Floods,Mbogolo Area Kilifi,-3.5106508,39.9093269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"E.o.c Received Report Of Flood Along Kilifi Mombasa Road And Mbogolo Bridge Was Cut Off By A Seasonal River 1526hrs, Several Commuters Were Stranded And Advised To Use Mavueni Kaloleni Mombasa Road Until The Water Level Subsides And Bridge Rendered Safe To Cross."
328,5/26/2018,Kakamega,Floods,Ebushibo Primary School Ka,0.311824,34.7044641,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 2042hrs, Euphresia (Krcs Kakamega) Reported An Incident Where Lightning Struck 10 Children At Ebushibo Primary School In Navakholo Sub County, Kakamega County. 1 Pupil Succumbed To Injuries And Nine Others Were Evacuated To Hospital Navakholo Sub County Hospital With Critical Injuries"
329,06-09-18,Homa Bay,Floods,Homabay,-0.5350427,34.4530968,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,EoC,"Hellen (Krcs West Kenya) Reported To Eoc Of Flash Floods Incidents In Homabay County. Several Areas Were Affected By Flash Floods Following Heavy Rains Experienced In The Area. Among The Affected Areas Are; Kochia West, Kochia East, Kochia Central And Bala. Approximately 325hhs Have Been Affected. Krcs Is To Distribute Nfis To The Affected Persons And Has Assisted In Moving Of People To Temporary Camps At Tar And Bala Primary Schools"
330,05-06-18,Mandera,Floods,Wargadud Mandera,3.1121146,40.8374011,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,EoC,"Chief Ali (0720439573) Reported To E.o.c At 2140hrs Of A Flash Floods Incidents From Sukala Tinfa To Wargadud In Mandera County, Settlements And Properties Of Unknown Values Have Been Destroyed By Flood. The Numbers Of People Injured Stands At 50 While Apporoximately 5000 To 6500 People Are Reported To Have Been Displaced By The Floods In Tinfa, Ruramathow, Ireskinto, Elele And Bure. Approximately 27hh Destroyed."
331,11/15/2017,Isiolo,Floods,Nyaro Mora Isiolo,0.355636,37.5833061,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,EoC,Fredric (0718313175) Reported Flood To E.o.c At 0036hrs In Nyaro Mora Near Archers. Many People Have Been Displaced By The Flood. No One Was Injured. Krcs Team To Conduct Assessment
332,5/14/2016,Nakuru,Floods,Mwariki,-0.3064689,36.0651836,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,EoC,"Gichimu Krcs Nakuru Reported Floods In Mwariki Area At 1300hrs And Swept Away 2 People And Cut Off The Road, Krcs Nakuru Rcat Responded To The Scene And Will Share Report Of The Flood."
333,3/16/2018,Machakos,Floods,Kangundo Road Near Kamulu River,-1.2836069,37.0885509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"Elizabeth (0721544911) Reported To E.o.c At 2155hrs Of Flash Floods Along Kangundo Road, Rendering Be Road Impassable. The River Near Kamulu Burst Its Banks, Covering The Nearby Bridge And Further Developed Into Traffic Snarl Up Along The Road For Several Hours.  A Lorry Lost Control And Rolled At The Bridge After Hence Blocking The Bridge, The Occupants On Board Escaped Unhurt"
334,4/18/2018,Tana River,Floods,Tana River,-0.9628511,39.8698303,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,EoC,"Heavy Rainfall Has Paralyzed Normal Operations In Most Parts Of Tana River County As Reported By Bombe (Krcs Tana River) At 2034hrs. Sections Of Roads In Tana River Still Remain Impassable. More Than 600 Families Were Rendered Homeless In Mororo, Adele And Madogo Areas. The National Government Plans To Provide Tarpaulins To The Affected People"
335,12/14/2015,Kisumu,Floods,Kisumu,-0.0917016,34.7679568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 1000hrs, Jacob (Krcs Kisumu) Reported Of Incidents That Were As A Result Of Heavy Rainfall In The Last 24 Hours. Heavy Rainfall Was Received In The County Since Yesterday Evening Into The Morning. The Rains Have Caused Flash Floods In Orongo And Have Cut-Off Kibos-Chiga Road, Rabuor-Chiga Road In Kolwa East. River Nyando Has Been Reported To Have Increased In Level And Is Now Swollen Meaning The Chances Of Breaking Its Banks Have Increased. Residents Living Near The Banks Have Been Advised To Move To Safe Ground."
336,4/13/2018,Garissa,Floods,"Aloley,Garissa",-0.4532293,39.6460988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"Tusmo Krcs Garissa Reported Flash Floods In Aloley Area Of Garissa County At Around 1453hrs. One Person Has Since Been Confirmed Dead With Others In Danger As Their Houses Are Marooned. In Addition, Most Farms In The Area Have Also Been Submerged. Garissa Krcs Team Is Spearheading Rapid Assessment Besides Retrieval Of The Body."
337,5/19/2016,Nandi,Floods,Nandi,0.1835867,35.1268781,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,EoC,Talam (Krcs Nandi) @ 0944 Hrs Reported Of 2 Incidents Which Include; Landslides At Chelemet Area Which Affected Peoples Farms And Flashfloods Incident At Chemase Which Affected 5 Hh Which Housed Approximately 40 People. (Brief: 5 Hh Affected)
338,05-09-17,Garissa,Floods,Dadaab,0.0925798,40.3190719,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,EoC,"E.oc Received Report Of Floods Via Social Media At 1350hrs In Dadaab Affecting Dagahaley,Bula Kiwanja, Bula Harar, Bula Iom, Bula Kenya Power,  Kheir, Ifo 1 And Ifo 2 Areas After Heavy Downpours. Krcs Team Conducting Assessment And Will Share Report."
339,4/15/2018,Nandi,Floods,Tinderet Nandi,0.1835867,35.1268781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"Kemboi (Krcs North Rift) Reported Mudslides In Tinderet Sub County At Around 1502hrs. Uson, Kaptebeswo, Kimurenge And Kapchanga Areas Were Identified As The Most Affected No Casualties Have Been Reported. Nandi Krcs Team Is On Stand By And Keeping Vigil Of The Most Susceptible Areas."
340,4/28/2019,Garissa,Floods,"Kasha Location, Balambala Garissa",-0.0601436,39.1410658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At Around 2321hrs, Dubow Garissa County Krcs Coordinator Notified E.o.c Of A Flooding
Incident At Kasha Location, Balambala Sub County In Garissa. Three Local Herders And 100 Goats
Were Reportedly Marooned At Kasha Following Over Spilling Of River Tana Due To Increased
Intensity Of Rainfall Witnessed In North Eastern Kenya. Krcs Garissa Divas Facilitated Their Rescue
Which Ended At Around 0100hrs."
341,5/13/2018,Nairobi,Floods,Ngong River Mukuru Kwa Ruben,-1.2666498,36.9333318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,Future (0712715322) Reported To E.o.c Of A Drowning Incident That Left One Person Dead In Ngong River Mukuru Kwa Ruben Near The Bridge. The Body Of The Deceased Was Removed From The River And Taken To City Mortuary By The National Police.
342,3/27/2018,Kisumu,Floods,"River Luanda, Kisumu",0.0302235,34.5803723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 1840hrs, George (0713073313) Reported To E.o.c Of A Drowning Incident Of A 10-Year-Old Child At River Luanda That Is Between Nyamasaria And Rabuor. Krcs Kisumu Branch Divers To Start The Search Of The Body Today."
343,2/22/2019,Marsabit,Floods,Badan Rero Marsabit,2.3354966,37.9943453,0,0,0,,0,,0,0,0,0,0,0,0,0,0,EoC,"At 0700hrs, Maurice (Krcs) Reported To E.o.c Of A Flood Incident At Badan Rero In Marsabit County. Strong Wind Accompanied By Rains Was Experienced In Badan Rero Yesterday Evening. Several Residential Houses And Food Stuffs Were Destroyed By The Inferno. Rcat Team Of Marsabit To Carryout Assessment And Establish The Extent Of Destruction"
344,03-09-16,Turkana,Floods,Loima Turkana,3.15,35.0333333,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,EoC,"At 0924hrs. Hellen (Krcs Turkana) Reported Floods In Loima Turkana County Where 6 People Were Marooned And Rescued After Water Levels Subsided, Water Levels In Surrounding Areas Of Kakuma And Greenleaf Also Have Subsided. Grey Clouds Have Been Observed."
345,05-10-17,Busia,Floods,Busabwa Youth Polytechnic,0.4607691,34.1114621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"Silas (Krcs Busia) Reported Of An Incident That Was As A Result Of Heavy Downpour In Most Of Busia County At 1026hrs. Busabwa Youth Polytechnic Was Marooned By Water Following Last Evenings Heavy Downpour, The Water Subsided Later On In The Day. Rapid Assessment Was Conducted And They Found A No Of Houses Were Submerged In Water, The Team Assisted In Removing The Water From The Houses. Risk Of Flooding Is High, If The Rains Continue Tonight."
346,4/28/2018,Garissa,Floods,Garissa,-0.4532293,39.6460988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"Search And Rescue Operation Are Ongoing In The Areas That People Are Reportedly Marooned. In The Last 24 Hours At Least 93 People Were Rescued From Dhololo, Windsor. Bismilahi Farm, Adc And Adeyle Farms. The Heavy Downpour Continues To Wreak Havoc In Most Parts Of The County."
347,4/17/2017,Mandera,Floods,Hareri Mandera East,3.5737991,40.958688,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,EoC,"At 14201hrs (Krcs Mandera) Reported Flash Flood Incident In Parts Of Mandera County. Heavy Rainfall Was Reported In Most Parts Of The County, This Further Led To Flash Floods In Hareri (Mandera East) 2 Children Were Swept Away. The Bodies Have Not Yet Been Retrieved; Bodies Were Retrieved By The Locals And Krcs Mandera Branch (Brief; 2 Fatalities)"
348,4/27/2018,Tana River,Floods,Tana River,-0.9628511,39.8698303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"Flash Floods Were Reported In Tana River Due To Water Spillage At Kiambere Dam Affecting Several Hh At Maroro, Madogo And Bura Area, Rcat Tana River Conducting Sar And Assessment In Affected Areas Though Some Areas Still Not Accessible."
349,4/16/2018,Kisumu,Floods,Muhoroni Kisumu,-0.1566093,35.1983598,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,EoC,"At Around 0850hrs, Richard Through 0726278685 Reported Flash Floods At Muhoroni Area In Kisumu County. Krcs West Kenya Have Since Dispatched Nfis To Assist Displaced Populations Camping At Obeyi Primary School After Being Evacuated By Kisumu Rcat. West Kenya Team Sensitizing The Community To Stay Safe And Relocate To Higher Grounds Upon Receiving Heavy Rainfall."
350,12/14/2015,Bungoma,Floods,Busia,0.46395,34.1030565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At, 0820hrs Phillip (Krcs Busia) Reported Of Cases Caused By Floods In The County. Significant Amounts Of Rainfall Were Received In The County. Flash Floods Were Reported In Busende, Matayos Sub-County And Approximately 50 Households Have Been Reported To Be Displaced .In Samia, Rwambwa Village, And 3 Households Were Affected. A Team Has Been Sent To The Scene To Conduct An Assessment."
351,3/19/2018,Makueni,Floods,Kibwezi Makueni,-2.4105236,37.967847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At Around 1512hrs, Mutua Via 0715797769 Reported Flash Floods In Kibwezi And Makindu Areas Of Makueni County. Five Children Missing And Several Houses Reported Blown Off Following Heavy Rainfall Reported On Saturday Evening In Makueni County. Assessment Is Underway Courtesy Of Makueni Rcat."
352,03-04-18,Makueni,Floods,Salama Makueni,-1.8506062,37.2570821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"Vincent (0727807388) Reported To E.o.c At 2330hrs Of A Flooding Incident At Salama In Makueni, A Bus With More Than 50 Passengers Stalled For Several Hours Due To Heavy Downpour Experienced In The Area. No Injuries Reported. E.o.c Activated Krcs Makueni County."
353,4/21/2018,Tana River,Floods,Bilbil Tana River,-0.9628511,39.8698303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,Bombe (Krcs Rm) Reported A Drowning Incident At Bilbil Area Of Tana River. A Middle Aged Man Was Swept Away By Flash Floods Following Heavy Rainfall Experienced Which Has Paralyzed Livelihoods In The Area. Locals Have Since Found His Body After 3 Hours Of Sar.
354,3/18/2018,Kwale,Floods,Matunga Kwale,-4.165209,39.57621,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 1642hrs, The Center Through Social Media Captured Reports Of A Devastating Lightning At Matunga Area Of Kwale County. One Person Was Killed With Other One Sustaining Critical Injuries After Being Hit By Lightning While Sheltering Under A Tree On Friday Evening. The Casualty Was Evacuated To Kwale Hospital By Well -Wishers"
355,05-02-18,Homa Bay,Floods,Homabay,-0.5350427,34.4530968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 1918hrs, Elly (Krcs Homabay) Reported An Incident Where A Middle Aged Man Was Swept Away By Flash Floods At Onyingó Bridge In Migori Town. Efforts By Community Members To Save His Life Were Futile As The Raging Waters Swept The Body To River Migori"
356,12-01-15,Kirinyaga,Floods,"Mwea, Kirinyaga",-0.6897364,37.3399768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"Mary (Nyeri County Manager) Reported A Flooding Incident At Mwea Sub-County In Kirinyaga County At 1000hrs. In Mwea Sub-County Heavy Rainfall Was Received Which Led To Flashfloods In; Kadawa Rurii, Ikurungu Mutharaba And Ikurungu Miatuni Areas. Krcs Team Has Been Dispatched To Conduct An Assessment In The Areas."
357,12/15/2015,Isiolo,Floods,Isiolo,0.355636,37.5833061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 0906hrs, Gitonga Krcs County Manager) Reported Of A Floods Incident In Isiolo County. In Ruiri Location, Flash Floods Were Experienced And Led To The Displacement Of 20 Households, Most Roads In The Area Were Also Rendered Impassable. In Rumati, Oldoinyiro 10 Households Were Affected And 222 Livestock Swept Away (200 Shoats, 7 Donkeys And 15 Camels). (Brief; 20hhs; Livestock; 222)"
358,11-02-18,Tana River,Floods,Odha Village Tana River,-0.9628511,39.8698303,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 1343hrs, Bombe (Krcs Tana River) Reported To E.o.c Of A Flash Floods Incident At Odha Village In Tana River County. Approximately 25hhs Have Been Affected By Flash Floods At Odha Village Following Heavy Rains Experienced In The Area. The Situation Is Under Control As Krcs Tana River Will Conduct A Needs Assessment."
359,4/19/2017,Mandera,Floods,"Lagsure, Takaba Mandera",3.4267161,40.2635622,1,0,0,0,2,,0,0,0,0,0,0,0,0,0,EoC,"At 1846hrs Hassan (Krcs Mandera) Reported Of Cases That Were As A Result Of Heavy Rainfall In Lagsure, Takaba. One Person Was Reported To Have Been Swept Away By The Raging Waters And Later Found Dead While Two Others Rescued Alive. Residents Are Being Advised To Move To High Level Grounds"
360,03-05-18,Taita Taveta,Floods,Taveta Taita Taveta,-3.3160687,38.4849923,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,EoC,Joram Krcs Reported Flash Floods At 0920hrs At Taita.one Person Died After Being Swept Away By The Floods Yesterday. Approximately 25hhs Were Affected And They Moved In With The Relatives Living Close By.
361,4/17/2018,Isiolo,Floods,Sololo,3.541985,38.658291,0,0,0,0,0,608,0,0,0,0,0,0,0,0,0,EoC,Flood Incident Reported In Basa/Yamicha/Alango In Isiolo North Sub County At 1737hrs Affecting 608hh With Roads Rendered Impassable For Over 3 Weeks. Krcs Team Conducting Assessment In The Area And Sensitizing Safety Measures To Be Undertaken By The Locals Living In Flood Prone Areas
362,3/28/2018,Taita Taveta,Floods,Taita Taveta,-3.3160687,38.4849923,0,0,0,0,0,676,0,0,0,0,0,0,0,0,0,EoC,Benson Krcs Taita Taveta Notified E.o.c Of Floods Situation At Taita Taveta County At Around 1128hrs Brought About By Heavy Rainfall. Six Villages Amounting To 676 Hhs Have Since Been Affected By The Situation With 121 Hhs Completely Displaced And Seeking Refuge From Neighbors/Relatives
363,11/13/2017,Marsabit,Floods,Shurr Marsabit,2.3354966,37.9943453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,Talaso (0721560728) Reported To E.o.c At 1830hrs Of A Flooding Incident In Shurr Village Marsabit County. The Flood Incident Has Paralyzed Transport System In And Out Of The Village To Marsabit Town. This Was As A Result Of The Bridge Connecting The Shurr Village And The Other Villages Marooned By The Flood Waters.
364,4/23/2018,Isiolo,Floods,Isiolo,0.355636,37.5833061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,Josephine Via 0702503757 Reported Flash Floods At Isiolo Town At Around 1241hrs As A Result Of An Ongoing Heavy Rainfall. The Floods Have Since Washed Away Water And Sewerage Pipelines Exposing The Community To Water Borne Diseases. Krcs Team And Isiolo County Response Team Are On Ground In Effort To Salvage The Situation. Donation Distribution Of Other Areas Earlier Reported And With Impassable Roads Is Currently Being Done Through Air Drops.
365,5/22/2017,Baringo,Floods,"Saos,Baringo",0.1085543,35.8151829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 0900hrs, Flora (0721247109) Reported Flood At Saos Village In Baringo County, Several Households Were Affected As A Result Of Flood. No One Was Injured From The Flood Incident And The Situation Later On Return To Normal After The Flooding Water Reduced To Normal."
366,3/19/2018,Bungoma,Floods,Bumula Bungoma,0.5868269,34.5549909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,Christine Reported To E.o.c At 2001hrs Of A Flash Floods That Occurred Yesterday Night In Bumula Sub-County Due To Blockage Of Drainage In Kikwechi C Area. E.o.c Advised The Area People To Move To The Upper Area So As To Avoid The Effect Of Flood.
367,4/20/2018,Elgeyo-Marakwet,Floods,Cheptarit,1.0498237,35.4781926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"Mudslide Was Reported In Cheptarit, Marakwet East. Owing To High Precipitation In Adjacent Areas, Rivers Cheptarit And Salaba High Water Volumes Triggered A Massive Mudslide That Affected Approximately 50hh. Water Supply To The Centre And Two Schools Were Destroyed With Damages Estimated At Ksh.3 Million. 6hh Were Completely Destroyed And Mango Trees, Banana Plantation, Green Grams, Finger Millet And Maize Farms For At Least 50hh Completely Swept Away."
368,04-08-17,Garissa,Floods,Garissa,-0.4532293,39.6460988,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,EoC,The 13 Marooned People Were Rescued By Krcs Garissa Team After The Water Level Had Receded And They Moved To A Safer Higher Ground.
369,9/19/2017,Busia,Floods,"Musoma,Busia",-1.5101913,33.8020459,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,EoC,"At 0944hrs Hellen Krcs West Kenya Rm Reported Floods In Budalangi At A Place Called Musoma In Busia County, The Flood Was Caused By Overflow Of River Nzoia Into Lake Victoria. No Hh Was Affected."
370,05-06-18,Kisii,Floods,Kenyanya Disrict Kisii,-0.677334,34.779603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"Jared (0791220399) Reported To E.o., C At 2011hrs Of A Drowning Incident At Kenyanya District In Kisii County. A Male Aged 40 Drowned In River Nyameta As He Was Trying To Cross The River. The Body Of The Deceased Is Still Missing, The Search For The Body Continues Today"
371,7/14/2014,Embu,Flood,Kiruari,-0.3957162,37.4748084,2,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Two Drowned In A Bore Hole
372,6/17/2016,Nairobi,Flood,Kamiti Prison,-1.1769666,36.8946376,2,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Bodies Retrieved
373,6/17/2014,Busia,Flood,Shumba,0.4607691,34.1114621,2,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Canoe Capsized Due To Heavy Rains
374,6/25/2014,Kisumu,Flood,Lake Victoria,-0.0917016,34.7679568,2,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Bodies Were Not Retrieved
375,4/26/2013,Bungoma,Flood,Magina,-0.950376,36.624859,3,0,0,0,0,0,,16,,,0,0,0,0,0,Desinventar,Heavy Rainfall That Causes Mudslides And Swept Way Railway And Houses.
376,4/27/2013,Bungoma,Flood,Kibochi,0.6274591,34.6408841,1,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Heavy Rainfall That Swept Away One Body.
377,4/23/2013,Narok,Flood,Nkumari,-1.0875428,35.8770642,1,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Heavy Rainfall That Causes Drowning Of One Body.
378,4/20/2013,Kiambu,Flood,Kathulani,-1.1748105,36.8304102,1,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Heavy Rainfall That Causes Overflow Of Dam And Causes Death Of One Girl Due To Drowning.
379,4/23/2013,Narok,Flood,Nkumari,-1.0875428,35.8770642,1,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Heavy Rainfall Swept Away One Body.
380,4/23/2013,Narok,Flood,Oloii,-1.0875428,35.8770642,1,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Heavy Rainfall That Swept Away One Body And Left In The River Bank.
381,4/15/2013,Baringo,Flood,Mogotio,-0.0207658,35.9560546,1,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,"Heavy Rainfall That Swept Away One Body, The Person Was Trying To Cross The River."
382,4/22/2013,Baringo,Flood,Kimailel,0.8554988,36.0893406,3,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,There Was Heavy Rainfall At The Pert Of The Hills And Cause Flash Floods Down The Hills And Caught The Children.
383,4/23/2013,Narok,Flood,Enkare,-1.0875428,35.8770642,1,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,"Heavy Rainfall That Swept Away One Body, The Body Was Found Floating In River Enkare."
384,4/24/2013,Narok,Flood,Nairage Ngare,-1.041035,36.151581,0,0,0,0,0,0,,100,,,0,0,0,0,0,Desinventar,Heavy Rainfall Causing That Swept Away Houses And Sintakara Primary School.
385,4/22/2013,Nyandarua,Flood,Kipipiri,-0.3923815,36.4797126,1,0,0,0,0,0,,80,,,0,0,0,0,0,Desinventar,"Heavy Rainfall That Caused Mudslide That Swept Away Soil , Seedlings Of Maize, Peas And Potatoes."
386,4/14/2013,Kisii,Flood,Gucha South,-0.8385778,34.7298765,0,0,0,0,0,0,,1000,,,0,0,0,0,0,Desinventar,Heavy Rainfall That Causes Destruction Of Houses.
387,4/14/2013,Kisii,Flood,Gucha South,-0.8385778,34.7298765,0,0,0,0,0,0,,1000,,,0,0,0,0,0,Desinventar,Heavy Rainfall That Causes Destruction Of Houses.
388,4/14/2013,Keiyo-Marakwet,Flood,Sabriri,1.0498237,35.4781926,1,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Heavy Rainfall Causing Collapse Bridge.
389,4/18/2013,Kisii,Flood,Gucha,-0.7832568,34.7630307,3,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Heavy Rainfall That Swept Away Three Bodies.
390,4/18/2013,Kisii,Flood,Keumbu,-0.734444,34.8499997,3,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Heavy Rainfall That Caused Lightening That Struck A House.
391,4/16/2013,Narok,Flood,Narok,-1.0875428,35.8770642,2,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Heavy Rainfall That Causes Destruction Of Houses.
392,4/18/2013,Garissa,Flood,Garissa,-0.4532293,39.6460988,0,0,0,0,10,0,,32000,,,0,0,0,0,0,Desinventar,Heavy Rainfall That Caused Displacement Of People And Destruction Of Farms.
393,4/16/2013,Kilifi,Flood,Kilifi,-3.5106508,39.9093269,1,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Heavy Rainfall That Swept Away One Body.
394,4/30/2013,Tana-River,Flood,Tana River,-0.9628511,39.8698303,0,0,0,0,0,0,,225,,,0,0,0,0,0,Desinventar,Heavy Rainfall That Caused Landslides In The Location And Blockage Of Roads.
395,4/30/2013,Tana-River,Flood,Tana River North,-0.9628511,39.8698303,0,0,0,0,0,0,,584,,,0,0,0,0,0,Desinventar,Heavy Rainfall That Caused Landslides In The Area.
396,4/30/2013,Keiyo-Marakwet,Flood,Cheles,1.0498237,35.4781926,0,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Heavy Rainfall That Caused Landslides That Blocks Kapsowar- Chesoi Road.
397,4/29/2013,Bomet,Flood,Liliaba,-0.7777854,35.3356518,1,0,0,0,0,0,,0,,,0,0,0,0,0,Desinventar,Heavy Rainfall That Swept Away One Body.
