DATE_TIME,REGION,COUNTIES,NAME,TYPE,SCENE,MINOR_CAS,CRITICAL_CAS,RESCUED,MISSING,DEAD,DAMAGE,SITUATION,RESPONSE_KRCS,HH AFFECTED
13-11-15,West Kenya,None,FLOODS INCIDENT IN KAKAMEGA COUNTY,Floods,MUMIAS IN KAKAMEGA COUNTY,0,0,0,0,0,25 HOUSEHOLDS,"At 0850hrs Peter (KRCS County manager) reported a flooding incident at Mumias in Kakamega County following heavy rainfall experienced last evening, flooding affected approximately 25HH. KRCS are on the ground to access the situation.  (Brief: 25HH)",KRCS KAKAMAEGA,0
27-04-15,Nairobi,None,"	FLOOD INCIDENT AT KINYAGO AND KITUI VILLAGE IN",Floods,KINYAGO AND KITUI VILLAGE INAIROBI   N NAIROBI  ,0,0,0,0,0,0,"At 2134hrs, Makena (KRCS Nairobi Branch) reported flood incidents  that occurred at Kinyago and Kitui village in Blue Estate.Unknown number of households were destroyed making the residence of Kitui village to relocate and get refuse at salvation army church. CBDRT assisted in rescuing those who were affected by the floods and to manage the  incident . No fatality or injuries were reported.Hence, KRCS Nairobi Branch are expected to conduct assessment and know the magnitude of the incident.",CBDRT ,0
24-04-18,Lower Eastern,Makueni,FLASH FLOODS AT IKUTHA VILLAGE IN MAKUENI COUNTY,Floods,"Ikutha village, Makueni",0,0,4,0,0,0,"At 2136hrs, Caroline via 0710306502 reported an incident where 4 (I adult and 3 children) people were marooned at Ikutha village in Makueni County following heavy downpour. Rescue efforts are ongoing by the KRCS Makueni team and well-wishers. Hundreds of other families are reportedly displaced. ",,0
22-10-17,Upper Eastern,Isiolo,FLOODS AT MERTI SUB COUNTY ISIOLO COUNTY,Floods,Merti,0,0,0,0,0,,"At around 1130Hrs Talaso (KRCS RM) reported of floods at Isiolo citing overflowing of Ewasso Nyiro River due to heavy down pour witnessed the previous night. The surface water subsided, no casualties reported however about 800 households were affected. KRCS Isiolo sensitized affected community to be moving to higher grounds upon heavy down pour.  Need for nfi’s is one of the major requirements by the affected",,0
08-12-15,North Rift,Turkana,FLOODS INCIDENT IN TURKANA COUNTY,Floods,Lokichogio,0,0,0,0,4,0,"Abraham (KRCS Turkana) reported of incidents caused by floods in Turkana County at 0820hrs. Heavy rainfall was received in Lodwar and Katilu areas. Unknown number of animals were swept away and families displaced in Katilu.Assesment is currently ongoing, to ascertain the level of damage .A lorry was swept away by the raging waters while it was attempting to cross River Kalawase in Lodwar. Another incident was also reported in Lokichogio a private vehicle which had 4passengers was swept away and unfortunately all of them passed away.
",0,0
23-04-18,Lower Eastern,Kajiado,FLOODS AT KISAJU AREA IN KAJIADO COUNTY ,Floods,Kisaju,0,0,0,0,0,0,"At 1318hrs, Leonard KRCS Kajiado reported response progress in Kisaju Area of Kajiado earlier affected by following heavy rainfall. Needs assessment facilitated by Kajiado RCAT recorded 35 HHs amounting to 132 people affected. The population is dire need of temporary shelter, FIs and NFIs to assist them before returning to their usual residential. KRCS Team is working with the County Government to restore normalcy",,0
08-05-16,North Rift,Baringo,BARINGO FLOODS INCIDENT ,Floods,BARINGO,0,0,0,0,0,100 Hh,Flora (KRCS Baringo) reported of floods incident at Marigat area that affected approximately 100 Hh after River Terkera burst. KRCS Baringo together with the County government set up an evacuation center for the displaced persons. (Brief: Approximately 100 Hh),KRCS Baringo,0
31-03-13,Lower Eastern,None,FLOODS INCIDENT NEAR OLE POLOS IN NGONG ,Floods,OLE POLOS IN NGONG ,0,0,0,0,0,-,"At 2318hrs, a flooding incident was reported near Ole Polos in Ngong  following heavy downpour in the area. The floods swept away a vehicle trapping one person who forced to seek refuge on the roof of his vehicle while another one person managed to swim out of the water. EOC informed the Kenya police and the National Disaster Operations Centre (NDOC) who responded and rescued the trapped person.",-,0
17-12-15,South Rift,Narok,FLOODS INCIDENT IN NAROK COUNTY,Floods, Ololunga and Mau Areas of Narok County,0,2,0,0,1,0,"At 1000hrs, Brenda (KRCS Narok) reported of incidents that were as a result of heavy rainfall in the last 24 hours in Narok County. Heavy rainfall was received in Ololunga and Mau yesterday (16th Dec). Following the heavy rainfall that was received on 15th December, in Majengo reports were received that 2 vehicles had been submerged in water. Another incident was reported in Katakala village where lightning struck a family house and killed one person, 2 people were injured and were evacuated to Narok Referral Hospital by well-wishers.",0,0
08-08-14,West Kenya,None,"FLASH FLOODS AT NYAKACH, KISUMU COUNTY",Floods,"NYAKACH, KISUMU COUNTY",0,0,0,0,1,"-: 25 HH, ","At 1115hrs, EOC through the regional call ups received reports of flash flood incident at Nyakach in Kisumu County. Krcs Kisumu branch responded and conducted an assessment. They reported that 25 households were displaced and 1 person died during the incident .They were able to distribute Nfi’s to the affected people",-,0
09-05-17,Coast,Mombasa,FLOODS AT SOSIAN ESTATE 1,Floods,SOSIAN ESTATE ,0,0,0,0,1,0,E.O.C received report via social media of a young boy body that was found near Naivas Supermarket in Bamburi at Sosian estate. The body was taken to the morgue by NPS officers.,RCAT Mombasa,0
26-11-15,Coast,None,"FLOOD INCIDENT IN MAUNGU TOWN, TAITA TAVETA COUNTY",Floods,MAUNGU TOWN,0,0,0,0,0,-,reported floods in Maungu town at 2030hrs and was confirmed by KRCS Taita Taveta CM who reported that RCAT did a rapid assessment and intervention to the affected in Maungu town by converging 44 adults and 34 children in a central place.  ,Taita Taveta,0
23-04-19,Nairobi,Nairobi,"FLASH INCIDENT AT SILANGA ARE IN KIBERA, NAIROBI C",Floods,Silanga area in Kibera,0,0,0,0,0,0,"At 1704hrs, Esther KLB reported to E.O.C of a flash floods incident at Silanga area in Kibera. At least 601 people were severely affected and displaced by the floods that had pounded the
area recently. Two people drowned,1 resuscitated successfully and 1(11years old) still missing.",,5
15-05-18,Central,Kirinyaga,FLASH FLOODS INCIDENTS IN MARIRA KIRINYAGA COUNTY,Floods,Marira,0,0,0,0,0,64HHs,"Gitonga Rm, at 2224hrs reported to E.O.C of heavy rainfall that resulted to flooding in Marira, Kiangai ward in Mwea, Kirinyaga County, approximately 64hh was affected by the flooding water",,0
14-12-15,South Rift,Narok,FLOODS INIDENT IN NAROK COUNTY,Floods,Narok,0,0,0,0,0,0,"At 0740hrs, Brenda (KRCS Narok) reported of incidents that were as a result of heavy rainfall in the County. Heavy rainfall was received in most parts of the County with Mau and Narok North registering the highest amounts of rainfall. An 18 year old boy was swept by water in Ololunga ward, Narok South, the body was retrieved and taken to the morgue. Another incident of landslide was reported in Kewet Ngaroni, Sogoo ward and it damaged 1 household. (Brief; 1HH)",0,0
08-05-16,West Kenya,Bungoma,BUNGOMA FLOODS INCIDENT,Floods,BUNGOMA,0,0,0,0,0,"7 Hh
1 bridge","Wekola (KRCS Bungoma) at 1430 hrs reported of floods that rendered 7 families homeless.  A connecting bridge at Bumula area was cut off as a result of the heavy downpour. KRCS Bungoma response teams on ground conducting an assessment. (Brief: 7 Hh, 1 bridge)",KRCS Bungoma,0
13-04-15,North Eastern,None,FLOODS UPDATE OF GURUFA AND SHANTABA AREA ,Floods,GURUFA AND SHANTABA AREA IN GARISSA COUNTY,15,0,0,0,0,400HH 20hh 20 latrines.,"At 1824Hrs Jillo county manager reported 400Hh affected in Gurufa area, families have moved to schools for shelter, and in Shantaba reported 20hh and 20 toilets swept away with floods. They have also reported 15 cases of diarrhea in Shantaba area. They are lacking medical supplies in the health facilities. More updates to follow. 
(Brief: 15 cases of Diarrhea)",krcs assessment,0
10-04-18,North Eastern,Turkana,"	FLASH FLOODS IN TURKANA COUNTY",Floods,TURKANA COUNTY,0,0,0,0,0,236 HHs have been affected,Nick Thuo KRCS Turkana reported flash floods in Turkana East and Turkana Central Areas following heavy down pour reported over the last 2 days. Initial assessment conducted by Turkana Team indicates 236 HHs have been affected. The families have lost their household equipment’s and shoats. The assessment is still on going. (Brief: 236HHs affected),,0
15-11-15,North Eastern,None,"FLOODS INCIDENT GARISSA, GARISSA COUNTY",Floods,"Bulla Kamor, Punda and Sheikh ",0,0,0,0,0,2HH ,"KRCS Garissa CM Jillo reported flash floods in Bulla Kamor, Punda and Sheikh after R. Tana burst its banks at around 1930Hrs, RCAT reported 2HH were completely submerged after a while since the water was moving fast inland. KRCS County Managers from Garissa and Tana River will share detail report on the intervention and assessment reports from the ground. ",Garissa,0
19-12-15,North Rift,Narok,DROWNING INCIDENT IN NAROK COUNTY,Floods,Majengo Area of Narok County.,0,0,0,0,1,0,"At 1450hrs, Brenda (KRCS Narok) reported of a drowning incident caused by floods in the County. Heavy downpour was reported in Majengo Area of Narok County.1 adult male was reported to have been swept away by the raging waters .Search and Recovery efforts are currently ongoing however it is being hampered by the heavy rainfall in the area. (Brief; 1 Fatality)",KRCS Narok,0
16-11-15,Coast,None,FLOODS INCIDENT IN TAITA TAVETA COUNTY,Floods,"Voi, Taita Taveta County ",0,0,0,0,0,51,"Mwanaisha reported a floods incident in Voi, Taita Taveta County at 1000hrs.A female adult was reported to have been swept away ,when a water pan in Maburu-Mabogoro  village burst it bank, it  further led to the displacement 51 families (253 affected people) and livestock too(45 chicken 2 Goats).KRCS will conduct a further  assessment tomorrow.",Taita Taveta,0
12-04-13,Upper Eastern,None,FLOODS INCIDENT REPORTED IN KORBESA IN MERTI ,Floods,KORBESA IN MERTI,0,0,0,0,0,-,"At 2104hrs, a floods incident was reported to EOC in Korbesa in Merti. The area has been cut off by floods and 360 HH affected. DadachBasa was also cut off by floods 250HH affected. Situation in these areas was reported to be dire as communities living in these areas were totally isolated.",-,0
10-11-15,West Kenya,None,FLOODS INCIDENT IN BUNGOMA COUNTY,Floods,Mt.Egon,0,0,0,1,5,0,"At 0720hrs Kemboi (County manager) reported a floods case in Mt.Elgon region. Mud slide hit a home in Chesikaki ward, Kaptoboi village; 4 men and one girl child we reported to have been buried alive. In another area a rock fall was reported but no one was injured. A young boy from Chesiywo village as swept away. KRCS Mt.Elgon is closely monitoring the area. (Brief; 6 fatalities)",kRCS Mt.Elgon,0
18-05-18,West Kenya,Kisumu,"FLASH FLOODS IN NYAKACH, KISUMU COUNTY",Floods," NYAKACH, KISUMU COUNTY",0,0,0,0,0,0,"At 1951hrs, Hellen (KRCS West Kenya) reported of flash floods in Nyakach, Kisumu County. River Sondu Miriu was full to its capacity and later burst its banks following heavy rains experienced in the area thereby affecting people living in nearby villages. KRCS Kisumu evacuated the affected persons to the area Rescue camps. People advised to move to higher grounds.",,0
15-12-13,Lower Eastern,None,FLOOD REPORTED AT ISINYA ,Floods,ISINYA ,0,0,0,0,14,-,"At 1913Hrs, EOC media monitoring captured a crisis which happened while a Probox was plying from Emamparisuai to Loitoktok carrying 10 people. The car was swept away at River Egirgirri and all people drowned and the bodies were retrieved and taken to Shalom hospital – Kitengela. According to the KRCS branch coordinator Kajiado, the disaster happened around 1000Hrs.",KRCS branch coordinator Kajiado,0
15-12-15,Lower Eastern,Makueni,FLOODS INCIDENT IN MAKUENI COUNTY,Floods,Makueni,0,0,0,0,0,0,"At 1000hrs, Joe (KRCS Makueni) reported of incidents that were as a result of heavy rainfall in the last 24 hours in Makueni County. Heavy rainfall was received in the County in the last 24 hours. Kathiani –Kanagundo road was yesterday cut off following the heavy downpour, residents have been advised to use alternative routes, and this is the Kangundo-Mitaboni road. Another incident of a collapsed building was reported in Mumboni 1 household was affected. In Athi River 520 households were affected in an informal settlement known as Jam city. The level of damage was however small; residents have been advised to clear their drainage systems. In another case, water levels in River Athi are also drastically increasing the likelihood of flooding.",0,0
01-05-15,South Rift,None,DROWNING INCIDENT IN NAROK,Floods,NAROK TOWN,0,0,1,1,0,0,Felister from KRCS Naivasha reported 2 children to have fallen in Narok River at around 1700Hrs and they managed to rescue 1 and they evacuated him to Narok District hospital while the other boy was swept away. The SAR team postponed the operation till morning due to bad weather. (Brief: 1 injured; 1 Missing),KRCS NAIVASHA,0
27-11-15,West Kenya,None,FLOODING IN BUSIA COUNTY,Floods,Budalangi in Busia County,0,0,0,0,0,32 Households,At 0945 Kemboi (KRCS County Manager) reported of flooding incident in Busia County. Above average rainfall was witnessed in most parts of the County. Maduwa and Osieko village in Budalangi were affected. In Maduwa village which is located at the tributary of River Yala assessment was conducted and they found that 32 households were displaced by flash floods and have sought for shelter at Maduwa Primary School. Assessment is yet to be done in Osieko village. (Brief; 32 HHs),KRCS Bungoma,0
29-04-18,North Rift,Turkana,TURKANA FLOODS SITUATION UPDATE,Floods,TURKANA FLOODS SITUATION UPDATE,0,0,3,0,0,0," Nick (KRCS Turkana) reported of incidents that were as result of heavy downpour at 1503hrs.  Transport was paralyzed in most part of the county, hindering the normal activities. Three people who were marooned at Kainuk bridge after their truck was overpowered by raging waters while attempting to cross were rescued by Turkana RCAT team. ",,0
09-05-17,Coast,Kwale,FLOODS AT BONDENI,Floods,Bondeni in Kwale County ,0,0,0,0,0,0,"E.O.C received report of flood at Bondeni in Kwale County after heavy downpour via (Kiwebu 0721923913) at 1158hrs, several HH marooned by flood water. KRCS team conducting assessment in the area. ",Kwale,0
18-04-15,West Kenya,None,"	FLASH FLOODS IN CHEMELIL",Floods,IN CHEMELIL,0,0,0,0,1,0,"David Amunga (0706970430) reported flash floods at 0530Hrs in Chemelil near Kisianyi Market after R. Oseng burst its bank, several HH affected and 1 person suspected to have been swept away while trying to cross the river. KRCS Kisumu County Manager to confirm the incident and update E.O.C.  (Brief: 1 fatality)",0,0
05-05-17,Upper Eastern,Marsabit,FLOODS IN MOYALE SUB - COUNTY ,Floods,"Galole, Bori and Onona",0,0,0,0,0,100HH,"At 0630hrs Talaso( KRCS RM) reported floods that occurred in Galole, Bori and Onona  moyale sub county due to heavy rainfall. RCATS  conducted a brief assessment and confirmed that over 100HH were affected.",RCAT MOYALE,0
07-11-17,Central,Meru,FLOODS AT TWALE TIGANIA WEST,Floods,in Tigania West at Twale Sub Location ,0,0,0,0,0,2hhs,"Steven (0717531096) reported floods in Tigania West at Twale Sub Location at 0730hrs after heavy downpour overnight in Meru County, KRCS Meru responded and reported 2HH affected from the incident and no casualties",,0
09-05-13,West Kenya,None,FLASH FLOODS,Floods,KISUMU,0,0,0,0,0,+,"heavy down pour of rainfall in Nairobi camp village in Ombei location, Kisumu County that raised and started moving in the houses. ",+,0
06-05-18,North Eastern,Mandera,DROWNING INCIDENT IN LAGA AREA MANDERA COUNTY,Floods,LAGA AREA MANDERA COUNTY,0,0,0,0,1,0,"Hassan (0722513659) reported to E.O.C at 2148hrs of a drowning incident following heavy downpour at Mandera, a teenager lost his life at around 1600hrs in Laga area due to heavy rainfall. The body was recovered tonight at 2000hrs. (",,0
29-04-18,Central,Meru,MERU FLOODS SITUATION UPDATE,Floods,MERU FLOODS SITUATION UPDATE,0,0,0,0,0,0,At 1420hrs Gitonga (KRCS RM) reported that 12 families had been affected at Thanu area in Tigania. Flash floods reportedly damaged most of their household items. The families have since then integrated with other communities members in the safer areas. ,,0
18-04-18,Central,Kirinyaga,"FLASH FLOODS IN SOUTH GARIMA, KIRINYAGA COUNTY",Floods,"Garima, Kirinyaga",0,0,0,0,1,0,"At 2117hrs, Gitonga (KRCS Central) reported of cases that were as result of heavy downpour. Several roofs of houses were blown off and households affected in Garima South, Kirinyaga County. One person succumbed to injuries after being cut by an iron sheets. Kirinyaga RCAT to conduct assessment in the area",,0
13-12-13,Lower Eastern,None,FLOOD ALERTS IN NAIROBI AND HER ENVIRONS ,Floods, NAIROBI ,0,0,0,0,0,-,"Around 1800Hrs, after a heavy down pour of rain at Nairobi and its environs, flash floods in Buruburu, Mathare, south C, and Kasarani among other areas were reported. KRCS Standby teams were activated.",-,0
22-04-18,North Rift,Turkana,RAINFALL SITUATION IN TURKANA COUNTY,Floods,RAINFALL SITUATION IN TURKANA COUNTY,0,0,6,0,0,8 Villages affected. ,Rukia (KRCS) reported to E.O.C at 2045hrs that River Turkwel in Turkana burst its banks following heavy rainfall experienced in the area. Approximately 8 villages have been affected by the water. KRCS Turkana and the county government managed to rescue 6 children from the raging water. ,,0
23-04-18,Lower Eastern,Makueni,FLASH FLOODS AT NYUNZU AREA IN WOTE MAKUENI COUNTY,Floods, NYUNZU AREA IN WOTE MAKUENI COUNTY,0,0,0,2,2,Several Houses marooned with others reportedly collapsing and cracking. ,"Muli KRCS DM Ops reported flash floods at Nyunzu Area of Makueni County at 1405hrs. Four people have died after being swept away by raging waters of a dam which overflowed yesterday. Two of them have been retrieved dead with 2 others missing. Besides, property of unknown value has been destroyed following collapsing and cracking of houses in the marooned areas. County Team and Makueni KRCS are responding to affected population. ",,0
30-11-15,Upper Eastern,None,FLOODING IN ISIOLO COUNTY,Floods,Galmala area in Isiolo County,0,0,0,0,0,15 shops submerged,"At 1005hrs Gitonga (KRCS County Manager) reported flooding incident due to heavy rainfall experienced in Isiolo County. Following the heavy downpour in the County, an incident was reported in Galmala area. 15 shops in Galmala area along the Isiolo Marsabit road have been flooded. (Brief; 15shops)",KRCS Isiolo,0
19-03-18,West Kenya,Kisumu,FLASH FLOODS IN RAE KISUMU COUNTY,Floods,RAE KISUMU COUNTY,0,0,0,0,0,0,"Monicah (0723101673) reported to E.O.C at 0326hrs of flash flood at Katito village in Kisumu County, houses reported to have been submerged and families displaced along Katito road due to high level of water.",,0
28-04-16,Central,Murang’a,MURANG’A FLOODS INCIDENT,Floods,MURANG’A,0,0,0,0,0,18 Hh,"Rachael (KRCS Murang’a) reported of an incident that occurred due to heavy rainfall. The central region has been receiving heavy rainfall since the onset of the long rains, last evening heavy rainfall accompanied by strong winds stormed Heho village in Kigumo constituency. Roofs of 5 houses were blown and a total of 18 families were affected.",KRCS Murang'a,0
12-04-13,Lower Eastern,None,FLOODS INCIDENT IN KIBERA SLUMS ,Floods,KIBERA SLUMS ,0,0,0,0,0,86HH with 283 persons being affected ,Floods incident was reported in Kibera slums Raila village where houses were washed away by the heavy rainfall received in the area. KRCS Karen Langata branch carried out an assessment and reported that 86HH with 283 persons being affected and distribution done on 13th April 2013.,-,0
04-04-15,West Kenya,None,FLOODS INCIDENT AT BONDO IN SIAYA COUNTY,Floods,AT BONDO IN SIAYA COUNTY,2,0,0,0,3,0,"At 1415hrs E.O.C captured reports of flooding in Bondo town Siaya County, following heavy downpour yesterday night. Sections of the town’s streets were sub-merged leaving them impassable. The floods were attributed to poor drainage system in the town; 3 fatalities were reported with at least 2 others injured one of them a KRCS staff. Assessment by KRCS on going to ascertain the extent of the damage. (Brief:3 fatalities,2 injuries) ",Assessment by KRCS ,0
21-10-17,North Rift,Turkana,FLASH FLOODS AT KALIMOROCK ALONG KITALE – LODWAR R,Floods,"Kalimang'arok, Transnzoia",0,0,14,0,0,," Rukia KRCS reported of flash floods at 0200hrs that involved an Eldoret express bus that was swept away by flash flood at Lagga – Kaling’orok near Lokichar. 14 passengers were on top of the bus and were rescued by excavators by KRCS Turkana, other 26 passengers were safe. The surface water drained off after sometime",,0
20-11-14,Upper Eastern,None,FLASH FLOODS IN ISIOLO COUNTY,Floods, ISIOLO COUNTY,0,0,0,0,0,-5 Classrooms Affected,"At 2045Hrs, Bitacha reported heavy down pour with hailstorms in Isiolo County. All streets in the town and villages of Safi estate, Shauri yako, Odha among others were soaked in waters. 5 Classrooms of Waso Primary School were blown off and an acacia tree fell on one of the classrooms. Branch response team confirmed that no injuries occurred",KRCS Isiolo,0
17-12-15,South Rift,Nakuru,FLOODS INCIDENT IN NAKURU COUNTY,Floods,Nakuru and Molo Areas of Nakuru County,0,0,0,0,0,0,"At 0906hrs, Sheilah (KRCS Nakuru) reported of a floods incident in Nakuru County. Significant amounts of rainfall were received in the County .Nakuru, Molo received very heavy rainfall however no incident was reported. In Naivasha light showers. The water level in River Subukia have increased and it is prone to burst if the rains increase.",0,0
17-04-18,North Eastern,Wajir,FLOODS AT KORONDILLE AREA IN WAJIR ,Floods,"Korondille , Wajir",0,0,0,0,0,"690Hhs
20 goats swept away","Abdia (Wajir Coordinator) reported of floods at Korondille Area in Wajir following heavy rainfall experienced over the last 2 weeks. Assessment done by Wajir RCAT ascertained that 690 HHs have been affected in Lesanyu and Milsidedo villages. Besides, approximately 20 goats died after being struck by lightning last night. KRCS is mobilizing NFIs and FIs to donate to the affected population",,0
30-11-15,Upper Eastern,None,FLOODS IN MERU COUNTY,Floods,Meru North in Meru County,0,0,0,0,0,roads are impassable,"At 1002hrs Gitonga (KRCS County Manager) reported flooding incident due to heavy rainfall experienced in the entire Meru County. In Meru North most of the drainage systems area blocked. 14 households have been submerged in water. Evacuation has been unsuccessful as the roads are impassable. The County Government has promised to improvise an alternative means to the area.  Roads in Kibirichia in Buuri Constituency area impassable, roads from Kibirichia to Ntirimiti have been cut off. (Brief; 14 HHs, 2 roads affected)",KRCS Meru,0
19-04-17,North Eastern,Wajir,WAJIR FLASH FLOODS INCIDENT ,Floods,AJAWA WAJIR NORTH,0,0,0,0,0,500 shoats swept," At 1110HRS Abdia (KRCS Wajir) reported flash flood incident in Wajir following the heavy downpour in the area, 500 shoats were reported to have been swept away in Ajawa Wajir North. Rainfall is expected to increase in the coming days. (Brief; 500 shoats)",Wajir,0
13-11-14,Coast,None,Floods in Mikinduni in Hola Tana Rive,Floods,Mikinduni in Hola Tana Rive,0,0,0,0,0,-,River Tana burst its banks at Mikinduni in Hola Tana River County .KRCS Hola branch are monitoring the situation closely and communities living near the banks are advised to move on higher ground. No destruction reported .,-,0
25-02-19,West Kenya,Kisumu,FLASH FLOOD INCIDENT IN NYALENDO VILLAGE KISUMU CO,Floods,IN NYALENDO VILLAGE ,0,0,0,0,0,0,"Esabella via 0700023440 at 1154hrs reported to E.O.C of flash flood incident in Nyalendo, Kisumu County. River Rigwa reported to have break its banks, 26hh reported to have been marooned by water leaving the villagers homeless. KRCS Kisumu branch to provide NFI’s to the affected people, no injuries was reported.",,26
09-06-18,Central,Murang’a,FLOODS IN MURANG’A COUNTY,Floods,MURANG’A COUNTY,0,0,0,0,0,0,Gitonga (Central RM) reported of floods in Murang’a County following heavy rains reported in Central region in over the last 2 day. At least 54 houses have since collapsed with Kangema and Kigumo Areas being the most affected. No injuries and fatalities were reported as a result,,0
20-11-17,Coast,Taita Taveta, FLOODS AT GARSEN IN TAITA TAVETA COUNTY,Floods, GARSEN IN TAITA TAVETA COUNTY,0,0,0,0,0,Produce washed away,"At 0625hrs Hassan (0714375854) reported of a flash flood at Garsen constituency in Tatita Taveta County. Farmers at Mnazini and Kiembeni constituency are affected by floods and most of their produce are washed away, there also likelihood of cholera outbreak in the region. Assessments will be conducted by KRCS Taita Taveta to the affected area while community advised to move on higher grounds.",,0
18-04-18,North Rift,Turkana,PNEUMONIA AT ELDUME IDP CAMP IN BARINGO COUNTY ,Floods,Eldume camp,0,0,0,0,1,0,One person reportedly succumbed to pneumonia at Eldume IDP Camp in Baringo. The case has been tied to bad living conditions at the camp plus the current cold weather brought about by rains. Children and the elderly remain the most vulnerable,,0
25-11-15,Nairobi,None,FLOODS INCIDENT IN NANDI COUNTY,Floods,Nandi,0,0,0,0,0,0,"At 0845hrs Talam (KRCS Nandi) reported incidences that were caused by the heavy rainfall. Heavy rainfall witnessed in most parts of the County. Following the continued downpour, a bridge at Lutaso village in Sirisia collapsed disrupting transport between two villages. In Kimilili heavy rainfall resulted in flash floods that affected 5HHs. In Mt.Elgon region Kaptuma and Kapsokwony village witnessed the highest amounts of rainfall. A tree fell during the heavy downpour damaging 1 family house in Chesinendet. No one was hurt in the incident.","KRCS Nandi
",0
15-04-18,Upper Eastern,Turkana,LIGHTNING INCIDENT AT KALOBEYEI IN TURKANA COUNTY ,Floods, KALOBEYEI IN TURKANA COUNTY ,3,1,0,0,0,0,Kemboi (KRCS North Rift) reported a lightning incident in Kalobeyei Area in Turkana County at 1225hrs.Four children (1 with critical injuries and 3 with minor injuries) were reportedly hit by a lightning due to heavy rains currently experienced in the area. KRCS Ambulance is on ground in case of further incidents with North Rift RCAT making efforts to assist the affected families,,0
11-11-15,North Eastern,None,FLOODS INCIDENT IN ISIOLO COUNTY,Floods, ISIOLO COUNTY,0,0,0,0,0,"Garbatulla-Sericho road damaged
 Isiolo-Garbatula road damaged",At 0915hrs Gitonga (County Manager) reported flood case in Isiolo County. Significant rainfall received in the area led to destruction of various roads in the area like Garbatulla-Sericho road and Isiolo-Garbatula road were damaged paralyzing transport in the area. Area County Government in conjunction with KRCS did an assessment to see how they can assist the residents.,KRCS ISIOLO,0
10-11-14,North Eastern,None,"FLASH FLOODS IN TETU, GARISSA COUNTY",Floods,"TETU, GARISSA COUNTY",0,0,0,0,0,-,"At 0240Hrs, Cyril (0720999182) reported heavy down pour of rains inundating Tetu area in Garissa County by water levels which posed Electrocution threat and other health hazards. EOC advised the affected for temporary evacuation to higher grounds and notified Kenya Power & Lighting Company for structural measures. Garissa KRCS team moved in for non-structural and reconnaissance exercises, upon which will feedback the EOC.Most of the houses were submerged in water no injury was reported during the incident but people lost all their belonging. Its reported that the houses have been constructed on a seasonal River .most of the areas affected are Tetu, Bula Adan, Bula punda and around Hulugho hotel in town",Garissa KRCS team ,0
02-05-15,West Kenya,None,FLASH FLOOD INCIDENT IN HOMA BAY COUNTY,Floods,HOMA BAY COUNTY,2,0,0,0,2,0,"KRCS Homa Bay County Manager reported 4 people to have been swept away by raging waters of R. Osani in Kadhola Sub Location in Ndhiwa district at 2150Hrs, 2 people swam to safety while the other 2 were found on Saturday morning to have died. (Brief: 2 fatalities)",KRCS homabay,0
18-04-17,North Eastern,Mandera,MANDERA FLASH  FLOODS INCIDENT,Floods,"ARDAHALO VILLAGE, MANDERA",0,0,0,0,2,-,"At 1036HRS Hassan (KRCS Mandera) reported of incident that was as a result of heavy downpour in the county. Unknown no of livestock were swept away at Ardahalo village in Takaba, approximately 40HHS have been affected, 2 children were also swept away by the ravishing waters. SAR activity is currently ongoing. (Brief; 2 fatalities)",MANDERA,0
14-04-13,North Eastern,None,RISING WATERS ,Floods,RIVER TANA ,0,0,0,0,0,water has over flown to nearby farms in Mbala mbala,"water in River Tana is rising at alarming rates, with reports indicating that in Mbala mbala, the water has over flown to nearby farms. In Garissa, the river has burst its banks. ",KRCS North Eastern,0
07-04-17,Lower Eastern,Kitui,"FLOODS IN CHAINYA YATTA SUB COUNTY, KITUI COUNTY",Floods,"CHAINYA YATTA SUB COUNTY, KITUI COUNTY",0,0,15,0,0,0,"Mike Aiyabei reported a flood incident at Chainya in Yatta Sub County at 1017hrs trapping a woman and 82 year old man, the woman was rescued by a group of young men but unfortunately the men were trapped with the old man after water level began to rise. RCAT Kitui, RCAT Nairobi and NDOC rescued 5 at 1700Hrs. SAR ongoing for another group of 10 people who are also trapped within the area. (Brief: 5 rescued)","Machakos RCAT
Nairobi RCAT
Kitui RCAT",0
10-05-16,North Rift,Trans Nzoia,TRANS-NZOIA FLOODS INCIDENT,Floods,TRANS- NZOIA,0,0,0,0,0,55 Hh,"At 0820hrs, E.O.C through social media captured reports of floods in Wayani village in Trans  Nzoia. The water level in River Sagwani rose beyond its capacity and led to flooding in Namanjala area. Approximately 55 Households have been affected. (Brief; 55Hhs)",0,0
18-02-17,West Kenya,Kisumu,FLOODS REPORTED AT MANYATTA IN KISUMU COUNTY,Floods,"Manyatta,Kisumu",0,0,0,0,0,,"At 0900hrs E.O.C via social media received report of floods at Manyatta in Kisumu County after heavy downpour experienced during the night, KRCS Kisumu responded to the scene to conduct assessment",,0
